building_tag,longitude,latitude,day,hour,students_number
WLH,32.880558,-117.234319,W,15,293
CSB,32.880547,-117.239444,W,19,151
SME,32.87989,-117.233139,Tu,13,21
YORK,32.874554,-117.240005,M,11,35
WFH,32.886956,-117.241839,M,11,86
WFH,32.886956,-117.241839,Tu,09,52
PCYNH,32.878422,-117.233767,M,15,119
BONN,32.875415,-117.240332,Tu,11,0
HSS,32.878391,-117.241665,F,13,79
OTRSN,32.88662,-117.241109,Tu,18,21
PSB,32.874227,-117.235699,W,08,0
PCYNH,32.878422,-117.233767,F,19,15
HSS,32.878391,-117.241665,Tu,10,176
ECKRT,32.86716,-117.252589,M,15,12
PCYNH,32.878422,-117.233767,W,13,172
NIERN,32.868487,-117.251196,Th,11,12
PCYNH,32.878422,-117.233767,F,13,43
PCYNH,32.878422,-117.233767,F,09,78
MYR-A,32.875268,-117.240194,Th,18,29
WFH,32.886956,-117.241839,Th,09,52
EBU2,32.881243,-117.233615,W,10,0
APM,32.879039,-117.241028,M,09,123
SEQUO,32.882173,-117.240561,W,12,28
MANDE,32.877866,-117.239432,Th,08,40
PCYNH,32.878422,-117.233767,Tu,09,214
APM,32.879039,-117.241028,M,12,79
OTRSN,32.88662,-117.241109,M,17,125
MANDE,32.877866,-117.239432,W,14,218
MANDE,32.877866,-117.239432,Tu,18,117
CSB,32.880547,-117.239444,Th,08,67
CENTR,32.877773,-117.237262,Tu,14,433
WFH,32.886956,-117.241839,M,19,86
PCYNH,32.878422,-117.233767,Tu,13,130
VAUGN,32.865324,-117.252961,Th,13,35
GH,32.873717,-117.240975,Tu,10,125
LEDDN,32.878867,-117.241695,M,10,80
PETER,32.880013,-117.240351,M,14,145
OTRSN,32.88662,-117.241109,Tu,10,88
HSS,32.878391,-117.241665,Tu,18,120
CENTR,32.877773,-117.237262,Tu,08,295
EBU3B,32.881835,-117.233523,Th,16,17
NSB,32.875274,-117.242808,M,12,0
MCGIL,32.879049,-117.242043,W,16,9
ECKRT,32.86716,-117.252589,F,15,12
WLH,32.880558,-117.234319,M,16,297
APM,32.879039,-117.241028,F,14,128
SPIES,32.869081,-117.251015,Th,12,36
APM,32.879039,-117.241028,F,16,56
HUBBS,32.867457,-117.253423,Th,15,23
SOLIS,32.880931,-117.239798,Tu,13,62
CSB,32.880547,-117.239444,Tu,14,228
NIERN,32.868487,-117.251196,W,11,12
EBU3B,32.881835,-117.233523,F,15,0
HSS,32.878391,-117.241665,Th,13,207
SEQUO,32.882173,-117.240561,Th,09,79
PETER,32.880013,-117.240351,M,09,292
CENTR,32.877773,-117.237262,M,12,952
PETER,32.880013,-117.240351,Tu,08,53
SOLIS,32.880931,-117.239798,Th,11,62
SEQUO,32.882173,-117.240561,Tu,16,67
WLH,32.880558,-117.234319,M,12,296
APM,32.879039,-117.241028,Tu,13,206
NSB,32.875274,-117.242808,W,10,0
CSB,32.880547,-117.239444,M,15,70
YORK,32.874554,-117.240005,W,10,106
MANDE,32.877866,-117.239432,Th,14,84
RBC,32.884341,-117.240977,W,13,15
CSB,32.880547,-117.239444,W,15,164
PCYNH,32.878422,-117.233767,M,09,147
MCGIL,32.879049,-117.242043,M,10,19
CENTR,32.877773,-117.237262,W,08,349
PCYNH,32.878422,-117.233767,W,17,54
CENTR,32.877773,-117.237262,F,11,134
MANDE,32.877866,-117.239432,Tu,08,62
SSB,32.883965,-117.240439,Th,10,29
SOLIS,32.880931,-117.239798,M,13,40
GH,32.873717,-117.240975,Th,14,89
LEDDN,32.878867,-117.241695,Th,09,80
HSS,32.878391,-117.241665,W,11,320
PSB,32.874227,-117.235699,Tu,11,0
YORK,32.874554,-117.240005,Th,20,46
GH,32.873717,-117.240975,M,12,86
HUBBS,32.867457,-117.253423,M,15,23
YORK,32.874554,-117.240005,Tu,13,187
CENTR,32.877773,-117.237262,W,20,177
VAUGN,32.865324,-117.252961,Tu,12,35
PSB,32.874227,-117.235699,Th,09,0
WLH,32.880558,-117.234319,M,08,74
LEDDN,32.878867,-117.241695,Tu,09,80
MANDE,32.877866,-117.239432,M,09,84
MCGIL,32.879049,-117.242043,Tu,10,49
CENTR,32.877773,-117.237262,Th,17,216
YORK,32.874554,-117.240005,W,18,125
MANDE,32.877866,-117.239432,M,12,208
WLH,32.880558,-117.234319,W,08,74
SSB,32.883965,-117.240439,Tu,09,29
WFH,32.886956,-117.241839,W,17,102
MAYER,32.875322,-117.24019,Th,16,21
BONN,32.875415,-117.240332,F,11,0
MANDE,32.877866,-117.239432,Tu,15,123
HUBBS,32.867457,-117.253423,W,10,23
WLH,32.880558,-117.234319,F,09,29
CSB,32.880547,-117.239444,Th,11,130
LEDDN,32.878867,-117.241695,Tu,15,79
SOLIS,32.880931,-117.239798,W,09,101
APM,32.879039,-117.241028,W,16,115
MAYER,32.875322,-117.24019,Th,17,21
SOLIS,32.880931,-117.239798,W,15,73
PSB,32.874227,-117.235699,W,11,0
PETER,32.880013,-117.240351,W,18,103
YORK,32.874554,-117.240005,M,18,125
EBU3B,32.881835,-117.233523,Tu,11,12
PETER,32.880013,-117.240351,W,10,292
PCYNH,32.878422,-117.233767,Th,16,106
YORK,32.874554,-117.240005,Th,16,64
WLH,32.880558,-117.234319,Th,12,442
OTRSN,32.88662,-117.241109,F,17,0
CENTR,32.877773,-117.237262,W,14,558
WLH,32.880558,-117.234319,M,09,136
GH,32.873717,-117.240975,M,09,125
WLH,32.880558,-117.234319,Tu,17,202
ECKRT,32.86716,-117.252589,W,15,12
OTRSN,32.88662,-117.241109,F,12,0
CSB,32.880547,-117.239444,M,09,75
MANDE,32.877866,-117.239432,Th,15,101
SOLIS,32.880931,-117.239798,Tu,12,62
APM,32.879039,-117.241028,Th,14,210
EBU2,32.881243,-117.233615,Th,09,0
PETER,32.880013,-117.240351,Tu,14,225
HUBBS,32.867457,-117.253423,Tu,11,23
SEQUO,32.882173,-117.240561,Th,15,67
EBU3B,32.881835,-117.233523,M,16,17
WLH,32.880558,-117.234319,W,16,324
PCYNH,32.878422,-117.233767,W,09,147
SME,32.87989,-117.233139,Tu,12,21
YORK,32.874554,-117.240005,M,10,106
WFH,32.886956,-117.241839,M,12,44
PCYNH,32.878422,-117.233767,Tu,14,122
HUBBS,32.867457,-117.253423,Th,09,23
PCYNH,32.878422,-117.233767,M,14,119
EBU3B,32.881835,-117.233523,F,16,0
HSS,32.878391,-117.241665,F,10,100
OTRSN,32.88662,-117.241109,Tu,19,21
WFH,32.886956,-117.241839,F,10,0
WFH,32.886956,-117.241839,F,09,0
BONN,32.875415,-117.240332,Th,13,0
MYR-A,32.875268,-117.240194,Tu,12,50
SME,32.87989,-117.233139,Th,10,0
EBU3B,32.881835,-117.233523,W,11,27
PCYNH,32.878422,-117.233767,F,14,62
NSB,32.875274,-117.242808,M,10,0
MYR-A,32.875268,-117.240194,Tu,14,29
SSB,32.883965,-117.240439,Tu,18,22
SOLIS,32.880931,-117.239798,F,10,44
PETER,32.880013,-117.240351,F,13,136
SEQUO,32.882173,-117.240561,W,13,28
GH,32.873717,-117.240975,F,11,45
PCYNH,32.878422,-117.233767,Tu,08,99
CENTR,32.877773,-117.237262,M,19,595
ECKRT,32.86716,-117.252589,M,13,12
APM,32.879039,-117.241028,M,15,48
HUBBS,32.867457,-117.253423,F,11,23
MANDE,32.877866,-117.239432,W,15,232
APM,32.879039,-117.241028,Tu,14,210
CENTR,32.877773,-117.237262,Tu,15,451
VAUGN,32.865324,-117.252961,Th,10,35
GH,32.873717,-117.240975,Tu,11,121
LEDDN,32.878867,-117.241695,M,11,115
PETER,32.880013,-117.240351,M,17,50
OTRSN,32.88662,-117.241109,Tu,11,113
APM,32.879039,-117.241028,Th,08,117
HSS,32.878391,-117.241665,Tu,19,99
EBU3B,32.881835,-117.233523,Th,17,0
SME,32.87989,-117.233139,Th,15,0
OTRSN,32.88662,-117.241109,M,08,79
APM,32.879039,-117.241028,F,15,76
MAYER,32.875322,-117.24019,Tu,14,39
HUBBS,32.867457,-117.253423,Th,14,23
GH,32.873717,-117.240975,Th,13,86
APM,32.879039,-117.241028,W,14,167
RBC,32.884341,-117.240977,M,12,15
SSB,32.883965,-117.240439,Tu,10,29
NIERN,32.868487,-117.251196,Tu,10,12
HSS,32.878391,-117.241665,Th,12,230
SEQUO,32.882173,-117.240561,Th,08,47
YORK,32.874554,-117.240005,Tu,18,219
PETER,32.880013,-117.240351,Th,16,139
MCGIL,32.879049,-117.242043,F,09,19
CENTR,32.877773,-117.237262,M,11,909
MCGIL,32.879049,-117.242043,W,11,19
SOLIS,32.880931,-117.239798,Th,10,57
SEQUO,32.882173,-117.240561,Tu,15,67
HSS,32.878391,-117.241665,M,16,208
NSB,32.875274,-117.242808,W,11,0
PETER,32.880013,-117.240351,F,11,123
WFH,32.886956,-117.241839,Th,13,64
YORK,32.874554,-117.240005,W,13,104
PCYNH,32.878422,-117.233767,W,12,140
SSB,32.883965,-117.240439,Th,13,15
CSB,32.880547,-117.239444,W,14,199
SEQUO,32.882173,-117.240561,F,10,0
APM,32.879039,-117.241028,W,13,154
HSS,32.878391,-117.241665,Tu,11,235
MANDE,32.877866,-117.239432,Tu,09,84
APM,32.879039,-117.241028,W,08,24
EBU2,32.881243,-117.233615,M,09,0
CSB,32.880547,-117.239444,M,12,134
HSS,32.878391,-117.241665,W,10,189
SME,32.87989,-117.233139,Th,09,0
PSB,32.874227,-117.235699,Tu,10,0
NSB,32.875274,-117.242808,Tu,11,0
HUBBS,32.867457,-117.253423,M,14,23
YORK,32.874554,-117.240005,Tu,10,86
PETER,32.880013,-117.240351,W,17,50
PSB,32.874227,-117.235699,Th,08,0
HUBBS,32.867457,-117.253423,M,09,23
ECKRT,32.86716,-117.252589,Th,13,12
MANDE,32.877866,-117.239432,M,08,84
YORK,32.874554,-117.240005,Th,11,120
MCGIL,32.879049,-117.242043,Th,14,29
NSB,32.875274,-117.242808,Th,10,0
HSS,32.878391,-117.241665,Th,19,45
CENTR,32.877773,-117.237262,Th,16,416
YORK,32.874554,-117.240005,Th,08,93
MANDE,32.877866,-117.239432,M,13,266
SOLIS,32.880931,-117.239798,M,16,38
CSB,32.880547,-117.239444,W,08,50
BONN,32.875415,-117.240332,W,14,0
MANDE,32.877866,-117.239432,Tu,14,106
CENTR,32.877773,-117.237262,Th,08,295
MCGIL,32.879049,-117.242043,Tu,14,29
MYR-A,32.875268,-117.240194,Tu,16,29
APM,32.879039,-117.241028,Th,13,219
LEDDN,32.878867,-117.241695,Tu,14,79
GH,32.873717,-117.240975,W,15,70
CSB,32.880547,-117.239444,W,09,75
SOLIS,32.880931,-117.239798,W,14,73
SEQUO,32.882173,-117.240561,F,12,37
SME,32.87989,-117.233139,Tu,15,0
EBU3B,32.881835,-117.233523,Tu,10,0
GH,32.873717,-117.240975,Th,09,125
PCYNH,32.878422,-117.233767,Th,15,125
RBC,32.884341,-117.240977,W,12,15
YORK,32.874554,-117.240005,Th,19,219
WLH,32.880558,-117.234319,Th,13,413
PCYNH,32.878422,-117.233767,F,18,15
SEQUO,32.882173,-117.240561,M,12,28
NIERN,32.868487,-117.251196,W,10,12
CENTR,32.877773,-117.237262,W,17,567
OTRSN,32.88662,-117.241109,M,21,0
ECKRT,32.86716,-117.252589,F,14,12
NSB,32.875274,-117.242808,M,11,0
WLH,32.880558,-117.234319,Tu,16,409
NIERN,32.868487,-117.251196,Tu,11,12
MCGIL,32.879049,-117.242043,F,10,19
WFH,32.886956,-117.241839,W,13,44
MCGIL,32.879049,-117.242043,W,10,19
PETER,32.880013,-117.240351,Tu,15,225
EBU3B,32.881835,-117.233523,W,12,27
SEQUO,32.882173,-117.240561,Th,16,67
EBU3B,32.881835,-117.233523,M,17,0
OTRSN,32.88662,-117.241109,M,19,125
WLH,32.880558,-117.234319,W,17,165
CSB,32.880547,-117.239444,Th,19,141
APM,32.879039,-117.241028,W,11,148
YORK,32.874554,-117.240005,M,17,163
WFH,32.886956,-117.241839,M,13,44
MAYER,32.875322,-117.24019,Th,14,39
PCYNH,32.878422,-117.233767,Tu,15,146
PCYNH,32.878422,-117.233767,M,17,54
PSB,32.874227,-117.235699,Th,10,0
HSS,32.878391,-117.241665,F,11,168
YORK,32.874554,-117.240005,F,11,0
SME,32.87989,-117.233139,W,08,0
OTRSN,32.88662,-117.241109,F,18,0
BONN,32.875415,-117.240332,Th,12,0
PSB,32.874227,-117.235699,M,09,0
ECKRT,32.86716,-117.252589,F,13,12
WLH,32.880558,-117.234319,M,11,250
HSS,32.878391,-117.241665,W,08,42
PCYNH,32.878422,-117.233767,F,15,62
MYR-A,32.875268,-117.240194,Th,16,29
SSB,32.883965,-117.240439,Tu,19,22
SOLIS,32.880931,-117.239798,F,09,44
PSB,32.874227,-117.235699,M,08,0
HSS,32.878391,-117.241665,Th,15,287
NSB,32.875274,-117.242808,M,09,0
LEDDN,32.878867,-117.241695,M,09,80
CENTR,32.877773,-117.237262,M,18,595
SPIES,32.869081,-117.251015,Tu,12,36
APM,32.879039,-117.241028,M,14,180
OTRSN,32.88662,-117.241109,M,11,15
MANDE,32.877866,-117.239432,W,16,151
APM,32.879039,-117.241028,Tu,15,133
NIERN,32.868487,-117.251196,F,09,12
CSB,32.880547,-117.239444,Th,10,149
CENTR,32.877773,-117.237262,Tu,12,796
PCYNH,32.878422,-117.233767,W,19,73
PSB,32.874227,-117.235699,M,10,0
CSB,32.880547,-117.239444,W,13,134
VAUGN,32.865324,-117.252961,Th,11,35
GH,32.873717,-117.240975,Tu,12,86
PETER,32.880013,-117.240351,M,16,16
OTRSN,32.88662,-117.241109,Tu,12,113
APM,32.879039,-117.241028,Th,09,177
HSS,32.878391,-117.241665,Tu,16,247
CSB,32.880547,-117.239444,Tu,17,141
EBU3B,32.881835,-117.233523,Th,10,0
SSB,32.883965,-117.240439,Th,11,15
OTRSN,32.88662,-117.241109,M,09,79
SME,32.87989,-117.233139,W,10,56
MAYER,32.875322,-117.24019,Tu,15,19
SSB,32.883965,-117.240439,Tu,11,15
GH,32.873717,-117.240975,Th,12,86
WFH,32.886956,-117.241839,Tu,13,64
SSB,32.883965,-117.240439,Th,20,22
SEQUO,32.882173,-117.240561,M,08,0
EBU3B,32.881835,-117.233523,F,13,34
SME,32.87989,-117.233139,Tu,09,0
HSS,32.878391,-117.241665,W,12,320
YORK,32.874554,-117.240005,Tu,19,219
PETER,32.880013,-117.240351,Th,15,225
CENTR,32.877773,-117.237262,M,10,472
OTRSN,32.88662,-117.241109,M,20,0
SEQUO,32.882173,-117.240561,Tu,14,67
WLH,32.880558,-117.234319,M,10,190
GH,32.873717,-117.240975,F,12,45
YORK,32.874554,-117.240005,M,08,113
CSB,32.880547,-117.239444,M,17,189
YORK,32.874554,-117.240005,W,12,58
MANDE,32.877866,-117.239432,Th,16,64
SSB,32.883965,-117.240439,Th,12,15
SOLIS,32.880931,-117.239798,M,11,15
APM,32.879039,-117.241028,W,12,153
MANDE,32.877866,-117.239432,Tu,13,214
NSB,32.875274,-117.242808,W,09,0
MANDE,32.877866,-117.239432,Tu,12,191
APM,32.879039,-117.241028,W,09,46
SPIES,32.869081,-117.251015,Th,13,36
YORK,32.874554,-117.240005,Tu,09,93
OTRSN,32.88662,-117.241109,W,19,125
PSB,32.874227,-117.235699,F,08,0
VAUGN,32.865324,-117.252961,Tu,13,35
OTRSN,32.88662,-117.241109,Tu,20,0
HUBBS,32.867457,-117.253423,M,13,23
YORK,32.874554,-117.240005,Tu,11,147
YORK,32.874554,-117.240005,F,17,0
NIERN,32.868487,-117.251196,M,09,12
ECKRT,32.86716,-117.252589,Th,14,12
WLH,32.880558,-117.234319,M,18,145
YORK,32.874554,-117.240005,Th,10,86
WLH,32.880558,-117.234319,Th,14,366
NSB,32.875274,-117.242808,Th,11,0
PSB,32.874227,-117.235699,F,11,0
WFH,32.886956,-117.241839,F,08,0
CENTR,32.877773,-117.237262,Th,11,747
YORK,32.874554,-117.240005,Th,09,93
MANDE,32.877866,-117.239432,M,10,133
MANDE,32.877866,-117.239432,Th,10,181
WFH,32.886956,-117.241839,W,15,16
CENTR,32.877773,-117.237262,Th,09,544
PCYNH,32.878422,-117.233767,M,20,75
MCGIL,32.879049,-117.242043,Tu,15,29
YORK,32.874554,-117.240005,F,09,0
APM,32.879039,-117.241028,Th,12,152
WLH,32.880558,-117.234319,M,15,283
RBC,32.884341,-117.240977,M,13,15
MAYER,32.875322,-117.24019,Th,15,19
WFH,32.886956,-117.241839,Th,12,112
WLH,32.880558,-117.234319,W,18,145
NIERN,32.868487,-117.251196,F,10,12
SME,32.87989,-117.233139,Tu,14,21
PCYNH,32.878422,-117.233767,Th,14,122
BONN,32.875415,-117.240332,W,11,0
YORK,32.874554,-117.240005,Th,18,219
NIERN,32.868487,-117.251196,W,09,12
SEQUO,32.882173,-117.240561,M,13,28
CENTR,32.877773,-117.237262,Th,19,191
CENTR,32.877773,-117.237262,W,16,550
SME,32.87989,-117.233139,M,10,56
WLH,32.880558,-117.234319,Tu,15,388
LEDDN,32.878867,-117.241695,W,11,115
NIERN,32.868487,-117.251196,Th,09,12
PETER,32.880013,-117.240351,Tu,16,139
LEDDN,32.878867,-117.241695,Th,10,80
SOLIS,32.880931,-117.239798,M,14,73
SEQUO,32.882173,-117.240561,M,11,28
SEQUO,32.882173,-117.240561,Th,17,78
EBU3B,32.881835,-117.233523,M,14,51
OTRSN,32.88662,-117.241109,M,18,125
WLH,32.880558,-117.234319,W,10,241
CENTR,32.877773,-117.237262,Th,14,433
LEDDN,32.878867,-117.241695,W,10,80
YORK,32.874554,-117.240005,M,16,61
HUBBS,32.867457,-117.253423,Tu,09,23
HSS,32.878391,-117.241665,Tu,08,34
PCYNH,32.878422,-117.233767,Tu,16,110
PCYNH,32.878422,-117.233767,M,16,73
BONN,32.875415,-117.240332,Tu,14,0
PSB,32.874227,-117.235699,Th,11,0
